Time,Channel 1 [g],Channel 2 [g],Channel 3 [g],Channel 4 [g]
0.41000000000000003,0.09917294940016809,0.011580823815663019,-0.37874558608711,0.09805823775000787
0.42,0.09886170610699108,0.01369340277240794,-0.37888750901229123,0.09960175173081787
0.43,0.09655850867250089,0.013230732712482984,-0.37957062009781783,0.09446391048906648
0.44,0.0981135583333298,0.008773305791788427,-0.3785852251591129,0.09578837587867231
0.45,0.09865080441408611,0.014879172603163054,-0.37713674041905565,0.096630160491776
0.46,0.10168297388066003,0.014686274706659895,-0.38032932819362697,0.09563975084127856
0.47000000000000003,0.10022914258404104,0.010674964777010871,-0.37967777546738574,0.10067713103520103
0.48,0.09596657640846445,0.01271769348641525,-0.37877064688677703,0.09549371369587382
0.49,0.10007258473129832,0.012914141265016077,-0.38075580960322086,0.09609616432455367
0.5,0.0985726660414139,0.01244742151568264,-0.3797410379742977,0.09761603594673336
0.51,0.09790148474510106,0.010825455964630956,-0.3792549777844801,0.09480295883137523
0.52,0.10039384212322378,0.010582811752564555,-0.37688913618678554,0.09641589646001489
0.53,0.10115923469070273,0.01187494331393894,-0.37850758689975805,0.09784216440602776
0.54,0.10090649736925852,0.014271504051573073,-0.37900859219292776,0.09654153707476239
0.55,0.09733907239921058,0.01301324323389043,-0.37795986965456624,0.09702048416572752
0.56,0.09840416056280053,0.011184814127678277,-0.38005393525728715,0.09614859365863067
0.5700000000000001,0.09972342045968002,0.013469443389661533,-0.37893192423474037,0.09417831726516587
0.58,0.10108194436034244,0.0062289672534617925,-0.37965927257423016,0.09785044430620589
0.59,0.09826916799182478,0.01422359345854701,-0.37856292135562586,0.1007171240268219
0.6,0.0989715126489189,0.008446646426478627,-0.37983380111103293,0.09724406114509429
0.61,0.09725358890362798,0.011201205387620459,-0.3831030444171861,0.0976577861180225
0.62,0.09719327498759056,0.009686760865219881,-0.37812898600134454,0.09859270339376112
0.63,0.1013136210761156,0.009336749768383671,-0.3748480347571758,0.09466859689043401
0.64,0.10247566046131154,0.014247775605208717,-0.3758383321984154,0.10061228719978663
0.65,0.09965587234409248,0.010990724879440054,-0.3759160193855566,0.09761191547637302
0.66,0.10179937454047883,0.012619135219999378,-0.3756552983319944,0.10047097168170563
0.67,0.100461417946985,0.011832280805304317,-0.37826409470497246,0.09574119189247943
0.68,0.09834951485178636,0.012880192403827791,-0.3783084817755695,0.10084338172864306
0.6900000000000001,0.100226985382105,0.01207973814995285,-0.38013721753193724,0.09875756887159698
0.7000000000000001,0.10241890373517848,0.009360089535657687,-0.37965078900523047,0.09831333805523212
0.71,0.09909880564861273,0.013918584959777106,-0.3778276642679817,0.0976753067922337
0.72,0.10213329574257675,0.010938515370306608,-0.376646968051886,0.09671020064737851
0.73,0.09362146591619447,0.008812844245478398,-0.3793333088246356,0.09960832120047515
0.74,0.10040135744809418,0.01106976195282466,-0.3799866205233785,0.0974879776232235
0.75,0.09888116608484629,0.014927503015559975,-0.37915814820333427,0.09327311847635311
0.76,0.09812023102799808,0.013626426712899395,-0.37806697844937115,0.0949728849601134
0.77,0.09897757982271652,0.011228688364961865,-0.38228770365455195,0.09683556637914191
0.78,0.09495591846580023,0.011227496300667295,-0.38410535443350347,0.09782725584985852
0.79,0.09867993125832215,0.011282769389153987,-0.3806361639914237,0.09709408090572762
0.8,0.10005705574527003,0.01607956995115651,-0.3818567881417135,0.09964519946311473
0.81,0.10253694958374103,0.012689983161331788,-0.380146480283437,0.09330505415545017
0.8200000000000001,0.09877429349103149,0.012786233951885502,-0.37897829662583954,0.09749443375653773
0.8300000000000001,0.09839077465239889,0.013986752029134223,-0.37901718510951743,0.0935712994327531
0.84,0.09914612572901421,0.012403789876859268,-0.3746346023284744,0.09872668247449574
0.85,0.10204915573132099,0.011408141999565614,-0.3764199323235541,0.0970183404546434
0.86,0.10085960628854766,0.011533526786317087,-0.3762014402831383,0.09804647782757564
0.87,0.09903752986145778,0.011783008025195411,-0.37556862092013693,0.09547949196234788
0.88,0.1009347326513728,0.011851733945061452,-0.37938160779110464,0.09976618774684291
0.89,0.09984362128216713,0.013381390856951317,-0.3755673380402446,0.09929070721164511
0.9,0.10128012058331232,0.012029965755649425,-0.37855563492149896,0.09837434648955118
0.91,0.09761247570251516,0.013391290147600543,-0.3779110283680419,0.09694822338980053
0.92,0.09804750168506662,0.011764512756539516,-0.3821444877596672,0.09836697245411767
0.93,0.09765021534013955,0.012083158918618555,-0.38368648969681796,0.0957934727475527
0.9400000000000001,0.09531467618724775,0.007929443283698484,-0.37927199778852966,0.09891836920156884
0.9500000000000001,0.09874136398199815,0.013758475697647009,-0.3801987834645577,0.10050621967217525
0.96,0.09869455709125846,0.012618797232001232,-0.3825353829685859,0.09934847900348578
0.97,0.09832679006911525,0.01392186724597712,-0.3820722942460013,0.09574805294391259
0.98,0.09810512956177744,0.006133389835507144,-0.3775378236321851,0.09793009251807361
0.99,0.09609568342428479,0.016102727547825452,-0.38152179917407025,0.09462097479601012
1.0,0.09850153995671582,0.01164689472772448,-0.3752056708055935,0.09835203850587876
1.01,0.0990995563531241,0.0141425455434684,-0.37973541153641355,0.09810846470925248
1.02,0.0986047875815257,0.009846473911422174,-0.37618758263823693,0.09346762520446308
1.03,0.10024892438497068,0.013151928155114213,-0.3777591960816554,0.09488369019570268
1.04,0.1016387820517863,0.009819621339326368,-0.37564610776886853,0.09664098009003988
1.05,0.10472653854766778,0.010678954237369784,-0.37778699324273374,0.09660553838924575
1.06,0.10127026038970605,0.01575455456059086,-0.3769392121941942,0.0947883040126898
1.07,0.1012404796716487,0.011545082624990297,-0.3765798546973896,0.09798521534223177
1.08,0.10022823386082044,0.012361224749363386,-0.3789039577548244,0.09771020510140843
1.09,0.0960651332001794,0.013666366837544061,-0.3758748687281327,0.09681871961957036
1.1,0.0992898028513481,0.012917437759980036,-0.37906074960526115,0.09569567488321068
1.11,0.09887001485012048,0.012226738196658015,-0.3793642146607482,0.09930467213636053
1.12,0.1031078057104601,0.012655649255722821,-0.38186302893431023,0.100518072109704
1.1300000000000001,0.09731279938758607,0.016732404075399866,-0.3859496757318337,0.09624013491583433
1.1400000000000001,0.09795553260397305,0.011810217970138877,-0.3820346439312307,0.09598292404921777
1.1500000000000001,0.09711997314888166,0.012327589484075809,-0.377397107743868,0.0981896732143514
1.16,0.0948983337482436,0.014026701363746459,-0.38085901443799997,0.09649119912403344
1.17,0.09978449235391111,0.01413651749166404,-0.382275231788736,0.09692846348220094
1.18,0.0994685768456835,0.014299670747701073,-0.3821188742987547,0.09868656418697676
1.19,0.10017968900274458,0.013203278539966029,-0.3805064405070416,0.09338854570851282
1.2,0.09752405569265706,0.00964006415857386,-0.3781758736053414,0.09984386253323274
1.21,0.10293654682804525,0.015193218719812364,-0.3802534103444398,0.0973526189321861
1.22,0.09808057322100788,0.009633945228282453,-0.37430697688239256,0.09638427159440305
1.23,0.10269786082782698,0.012532156316821374,-0.3739231734484103,0.09702878957508451
1.24,0.10635992461603369,0.010418522696363534,-0.37307758046350886,0.09713211659356845
1.25,0.1002110305624367,0.011798900412551834,-0.373193747666395,0.09374485527663756
1.26,0.10099546929897806,0.012584698916960402,-0.37407491936333015,0.10019713433843389
1.27,0.10197708859035902,0.012569769602850441,-0.37330727476838255,0.09728990914806865
1.28,0.10015384861836955,0.012770662859037047,-0.37440171369783126,0.09809326214442216
1.29,0.09722357120810068,0.015153908405571117,-0.3775138367494138,0.0991103574246755
1.3,0.0994799565518586,0.012833142587062786,-0.3794159212428449,0.0951649329684068
1.31,0.09618166608405725,0.011437308234909408,-0.37965175170321885,0.09815420168159787
1.32,0.098264710836537,0.013853346373632894,-0.37827503214852315,0.09667197570172982
1.33,0.09464081505657507,0.014303714123826,-0.3851828525198342,0.09890079943396039
1.34,0.09898593867527418,0.009469256098327567,-0.38665849417119547,0.09295280304282441
1.35,0.09404387818743462,0.013119109135415344,-0.38398861496127373,0.09700906928304487
1.36,0.09505379657264992,0.013326661054628479,-0.3843297862229653,0.09600161657195949
1.37,0.09778653324445735,0.011329380219000512,-0.383752097344175,0.09807178378479572
1.3800000000000001,0.09450676050158206,0.014676295410517909,-0.3826949313138616,0.09814734625826381
1.3900000000000001,0.09851641261597703,0.011625306429670345,-0.3821079060675803,0.09579200609388336
1.4000000000000001,0.10195711611081142,0.01217722689097791,-0.37671550832544604,0.09578291015517532
1.41,0.09747759434804844,0.011580649967737288,-0.38077673739446055,0.09698592714641276
1.42,0.10234666869210314,0.011958665122630526,-0.3771131722022659,0.09541397342889699
1.43,0.10358335780297977,0.009735588559342409,-0.37372487129475473,0.09889122527443166
1.44,0.10539413876736915,0.009048512849356021,-0.37527181075303323,0.09646884348263252
1.45,0.10170965047444842,0.015117879982565034,-0.3714413605399261,0.09139328144488412
1.46,0.10142438727962073,0.01023493396124935,-0.3675761400398349,0.09645761377028379
1.47,0.10450702364511069,0.009945766187446957,-0.3715054897404529,0.09513017024183947
1.48,0.10300693061290993,0.007621176632944551,-0.37255640161764997,0.09394470625260552
1.49,0.10149898797316412,0.010649186092899545,-0.37763137128240654,0.09473240460708227
1.5,0.10003572702124051,0.00927989439721983,-0.37887126941976057,0.09742607482719334
1.51,0.09624274702264074,0.015208971172775986,-0.38117271850385387,0.09986453954002388
1.52,0.09641431887180574,0.01394345395074003,-0.3838122466762507,0.09783362683125738
1.53,0.09514185840285902,0.010546528639686024,-0.3830171845643512,0.09599425110709593
1.54,0.0921460900006783,0.01642695710644142,-0.3862959123416425,0.09811906627386882
1.55,0.09685877044799236,0.01388522015776547,-0.3906729809033376,0.09628907726308943
1.56,0.09423278579888869,0.011272051477628517,-0.38808312901956815,0.09581805714520111
1.57,0.09168021154786506,0.006923385759537774,-0.3867958032854333,0.09489853254706145
1.58,0.0967256206697091,0.016505015037195744,-0.3837443909784982,0.09370360027002397
1.59,0.09527666891860175,0.009145311383379979,-0.380205060470362,0.09642741047040852
1.6,0.10091699980973143,0.008635276490121042,-0.3821782938173966,0.09752336486336767
1.61,0.10388090446517594,0.013972981321342903,-0.3782735355447096,0.09701401054349763
1.62,0.10202779819256208,0.016809089444086867,-0.375684099517455,0.09637532402763269
1.6300000000000001,0.10736738488162158,0.014699667704810987,-0.3705330790389078,0.09531576576213385
1.6400000000000001,0.1075083418451903,0.013060091374738049,-0.3667284525122705,0.09842375026689734
1.6500000000000001,0.10888853880664663,0.013122390978369258,-0.3642798499442633,0.09457299404363424
1.6600000000000001,0.11082957906777025,0.01363966773440042,-0.3662283394446212,0.09875931371121437
1.67,0.10555085420895899,0.01344993866377787,-0.367787343197115,0.09520282384567395
1.68,0.10281680383509191,0.012493014451517431,-0.3690918553371046,0.09570238740882134
1.69,0.10024403742494671,0.012136977928378473,-0.37442450566852137,0.09427368750229606
1.7,0.09771121003231571,0.011800887728235782,-0.37273194397571646,0.09620445358975614
1.71,0.09638222098551352,0.010415418398097525,-0.3846157159777188,0.09915788280048336
1.72,0.09456365287507446,0.011359310846596821,-0.385468863045173,0.09823851406041532
1.73,0.09220615376987751,0.008532384614971763,-0.38572312651638413,0.09916410210758347
1.74,0.09174989404540808,0.011719855505090838,-0.3927332167215643,0.09825154297539528
1.75,0.0894238957962239,0.009938425642419653,-0.39483002209983464,0.09499991822646667
1.76,0.09257696213210577,0.009708509832156771,-0.3953155148207698,0.0965456794348723
1.77,0.09039925276034817,0.012276645663200306,-0.39352286162973205,0.09564685962529249
1.78,0.09853230225926132,0.014703093308999014,-0.3875400764827943,0.09986840769160549
1.79,0.09723428706967219,0.013758876735402421,-0.3904962776096755,0.09481368059067478
1.8,0.09762851548941394,0.008785072776788472,-0.3778125003078164,0.09899465326230564
1.81,0.10071205906906719,0.009950983830559585,-0.378139400148891,0.09899316562374495
1.82,0.1071336475954864,0.01381587946527962,-0.37032799161466273,0.10086649828695958
1.83,0.10849749188268168,0.00997295726776918,-0.3658056333343939,0.09638788469826841
1.84,0.11230520936034726,0.011491340543896538,-0.3601022820415544,0.09863190220268774
1.85,0.11268146241523705,0.013042107225491043,-0.3623854253758472,0.10177056155660509
1.86,0.11123834682447119,0.010005175634138611,-0.35806169207463895,0.09597197452966001
1.87,0.10811311327819545,0.01215082431576451,-0.35667676090440126,0.0941371773884627
1.8800000000000001,0.10407886350125715,0.009268622426649824,-0.36703539098979715,0.09344723781571188
1.8900000000000001,0.10261975356016534,0.010729145237283341,-0.36919100806351063,0.09863268194125008
1.9000000000000001,0.10105562819089346,0.0125656378523199,-0.37732303615204427,0.09344095746741024
1.9100000000000001,0.09542219727402106,0.008733783773144183,-0.38210055549410893,0.09646261977765157
1.92,0.08840512359928049,0.012794535056909518,-0.38976358428816643,0.09808188425760533
1.93,0.08782021117458043,0.011868894662522634,-0.39712526962147565,0.09757760895718724
1.94,0.0858695197456888,0.013009133611845374,-0.3995125703331955,0.09805814761189575
1.95,0.0822871840614817,0.012349900086258477,-0.39948016434145345,0.09765183759512912
1.96,0.0848101960828166,0.014630585129195798,-0.4036120049604847,0.0997649895101542
1.97,0.0865759933526898,0.012155470712508623,-0.3994894380146851,0.09530262512204982
1.98,0.0875051807108737,0.011051339330894885,-0.39889447071835177,0.09585326760661035
1.99,0.09493456238318618,0.012161954518319107,-0.3915884535833716,0.09566193899298576
2.0,0.10046439965498297,0.013012670042107603,-0.3807799813947724,0.09886764150725263
2.0100000000000002,0.10684188402556574,0.012033234399267437,-0.3702175726751759,0.09900805506031754
2.02,0.11179767786055134,0.012025943849986353,-0.3641196956025239,0.09810970852216443
2.0300000000000002,0.11111332096339857,0.010548853297443636,-0.35816895741243054,0.09957424521730726
2.04,0.11488218128106108,0.010633006083116065,-0.3520864525237014,0.09485117614877464
2.05,0.1190456230429661,0.009156670464330406,-0.3516436386214633,0.10054170610662969
2.06,0.1184780062656549,0.015460652275460058,-0.34783110206338136,0.10025373512695193
2.07,0.11607712894766613,0.009469691069914672,-0.35005368350107696,0.09867850187801891
2.08,0.11867983065696396,0.010563947606033006,-0.35836126759292125,0.10077085570106953
2.09,0.10671790441855437,0.010502208019133426,-0.36637511270138307,0.09389401146817186
2.1,0.10161396188260773,0.013715922737923708,-0.37446618382542485,0.09615836161100211
2.11,0.09477611821947171,0.011322175639094666,-0.3862266542017164,0.09573665096216351
2.12,0.08809561992272795,0.014393875629028668,-0.3955881401355232,0.0986502165310421
2.13,0.08111177326157998,0.010539485622804427,-0.40007964021865183,0.09510697640432311
2.14,0.07978061676692848,0.01243566654481187,-0.4113869092897846,0.09872224818220238
2.15,0.07521719872080965,0.010202493590936352,-0.41529468874572834,0.09994833017152084
2.16,0.07699446649343968,0.016164102778498245,-0.41613258270700787,0.09859766368369541
2.17,0.07941974502715138,0.009504675809909878,-0.4099083371845203,0.09777475993085041
2.18,0.08548328041824886,0.012510839350647309,-0.4049328627338387,0.0952315112017259
2.19,0.09646463113793868,0.013174579308598753,-0.3962240224940643,0.09551355595127668
2.2,0.09560830021706315,0.012753672178937824,-0.3805620672468347,0.09970649569412074
2.21,0.10849806195658201,0.011576051217222584,-0.36777044143447235,0.09876595589133808
2.22,0.11118761149428542,0.011707033899654,-0.3595831582636957,0.09712921884477232
2.23,0.11951279910444042,0.01207172974824082,-0.3514742936872468,0.09637143879199563
2.24,0.12678350626591672,0.011702909163962608,-0.33780781542057714,0.09315564213730465
2.25,0.12650453649417337,0.013931167019481463,-0.3368905148485981,0.09506555304615853
2.2600000000000002,0.12334996818620593,0.016423476420033993,-0.333920460105667,0.10103009605780686
2.27,0.1205569809920769,0.010878514931785118,-0.3437291209564004,0.09464634674152247
2.2800000000000002,0.11744067117348049,0.009237313974066162,-0.34628380220042587,0.09758621752596958
2.29,0.10683434585580781,0.011777252929241117,-0.36220449102311414,0.09922214582991781
2.3000000000000003,0.09977574778141025,0.017085492659343463,-0.3723003329233567,0.09469741254752283
2.31,0.09017211577076631,0.010288850951762803,-0.38866844771822234,0.09757667883308957
2.32,0.08012316490956627,0.015145351061109931,-0.40505471891668543,0.09908308895854873
2.33,0.07855428826264797,0.015197291289138829,-0.4164622951138367,0.09723225652734191
2.34,0.07063662044391969,0.01071623855541495,-0.4234988251561001,0.10294406399486095
2.35,0.06325002650204711,0.012952079872839133,-0.4294994622738523,0.09387005936577102
2.36,0.068736045548368,0.015072433868048627,-0.4285468804926152,0.09932471494329517
2.37,0.07123194462195938,0.011070400724334052,-0.42065461161192025,0.09686165440873448
2.38,0.0812667320609073,0.011445522326574553,-0.41783706925021585,0.09875109819320076
2.39,0.0871890053262742,0.010722707931409963,-0.3977327990331979,0.0980898721869259
2.4,0.09911335771931264,0.009896560522649093,-0.38427818730024477,0.09574094548930742
2.41,0.11126525944257029,0.010670509647791433,-0.36869130226894165,0.09766525066844609
2.42,0.12216267764212665,0.009562951477656494,-0.3525673814772198,0.09349145498073083
2.43,0.12642861542879286,0.012115146356245728,-0.3356368360514949,0.09841375288467019
2.44,0.1338838920090876,0.010533418825428416,-0.3225340453448248,0.09780357481550846
2.45,0.13599518427458407,0.012554121755247722,-0.3188648689356095,0.09848457822081362
2.46,0.13435484261871422,0.008972411869810522,-0.31581626567832494,0.0993234945337017
2.47,0.1342461345748991,0.012727187230324049,-0.3278429205644316,0.09794249756394684
2.48,0.12329643655968497,0.013698010189113048,-0.33664792546897704,0.09750343672312396
2.49,0.10917413413276418,0.007995713032075448,-0.3554052631101862,0.09544512121020482
2.5,0.10117855449635607,0.01267418712372997,-0.3714860711256343,0.0957828163562293
2.5100000000000002,0.09085786452350907,0.014320160669407916,-0.39103506083060324,0.09958072712388207
2.52,0.07683299565895563,0.009386153206959263,-0.41348352950608375,0.10007992869493937
2.5300000000000002,0.061977222304663605,0.015099302288135233,-0.43488943239295974,0.0967310370109033
2.54,0.05742517583494436,0.012554886572912635,-0.4417014690648604,0.09729926337803396
2.5500000000000003,0.05818907787565021,0.010288324062904535,-0.447807114218221,0.09539802913353988
2.56,0.05577339183901304,0.011590364127298908,-0.44756266558413127,0.0995527715740623
2.57,0.06385377229566035,0.012845371905316717,-0.4386121670004908,0.09853809153091096
2.58,0.07408356865914344,0.01192970121955548,-0.429551828428351,0.10108969275645491
2.59,0.08319404247894269,0.012922866074615739,-0.4070122910859844,0.09545061172916793
2.6,0.09922377989012311,0.010084726797876094,-0.38348141971024197,0.09645124208549097
2.61,0.10756113734328987,0.01235119540668243,-0.3655599222047588,0.09767014972857856
2.62,0.12564669460480063,0.009268645333678632,-0.3384887845607819,0.09850023695897896
2.63,0.13840204119514044,0.011945639041693901,-0.3205656598654401,0.09677592260843214
2.64,0.14399716702931933,0.010412503562451596,-0.30557589202731944,0.09546133570262001
2.65,0.15286032609694167,0.01077495748835992,-0.2974700781794165,0.09897007294137455
2.66,0.14492283987722968,0.014712895034169466,-0.29969782752407853,0.09864952860861857
2.67,0.14022230057156568,0.014385414931473602,-0.3087789992116432,0.09537470968239996
2.68,0.1303490886385697,0.013352196856974226,-0.32333780398560913,0.0999181434857384
2.69,0.11860281642093086,0.00985440295287882,-0.3474644334051448,0.09954765530192061
2.7,0.09647110629988727,0.01129325708464522,-0.3732569048005073,0.09747585087802299
2.71,0.08486032158284276,0.014231608371203467,-0.39688308627474117,0.09736645360827949
2.72,0.06697749454806351,0.011972332291406176,-0.42645792838706365,0.09831537342575922
2.73,0.05223260791111503,0.01622742092948741,-0.44491983635152654,0.0954838517430149
2.74,0.046517667477037866,0.012303014948791612,-0.46127441608146996,0.09726732084185558
2.75,0.04251177977194169,0.011865141159301278,-0.4735900466633329,0.09290249079430905
2.7600000000000002,0.04303235499266507,0.010870631644308121,-0.4706433791579068,0.09896016917453328
2.77,0.052020482664581216,0.011809015160778674,-0.4570679476925654,0.09408427143864369
2.7800000000000002,0.0636640605290883,0.011332892296202577,-0.443408497734452,0.1002140975403854
2.79,0.0809932280000523,0.013185802439637448,-0.41770571051796856,0.09654701769559451
2.8000000000000003,0.10066709195128928,0.013839478617623998,-0.3867381055554477,0.09678392391966506
2.81,0.12154273395241195,0.010520926687426952,-0.3553222432402449,0.0959517900713584
2.82,0.13349179874556927,0.009591210404651851,-0.32789776981219443,0.09663118013568325
2.83,0.1546141378237407,0.008719115116985338,-0.30340212264037764,0.10004432057382348
2.84,0.15610153309247066,0.013506823087615635,-0.2811680422283891,0.09223164057045725
2.85,0.16356496965536244,0.010332205397256291,-0.2714532739143642,0.09976118865570378
2.86,0.16259375835659715,0.008221784225017084,-0.27401057101599985,0.09788330484573082
2.87,0.15331109646084323,0.013231184959818482,-0.28713771171741814,0.09479321458781298
2.88,0.13733835322779184,0.017307830046930095,-0.3097980099050421,0.09505663309742893
2.89,0.11978807309934687,0.012128577067812193,-0.33812119189861617,0.10056004393794382
2.9,0.09835682873292888,0.013603055532938113,-0.3685927102298896,0.09531624412364195
2.91,0.07683857567003098,0.011861358602746282,-0.4036189417505409,0.09490055686233549
2.92,0.06003596406660984,0.011280291440863477,-0.43458903516850433,0.09948188696825687
2.93,0.043006844145748194,0.013128347680920494,-0.4637971003485711,0.09788436363609923
2.94,0.030172620399642937,0.010574737732543337,-0.4878705880005545,0.09533140673045461
2.95,0.029113396144138028,0.011625263590114355,-0.492375333403405,0.09764050783433664
2.96,0.030734514785640377,0.011750200757683358,-0.49456892510023714,0.09515575251624686
2.97,0.04147140665118177,0.009871505864257382,-0.48028229746743695,0.09940890068037261
2.98,0.056929522387567995,0.01337218994150471,-0.4557479253413663,0.09932999981327367
2.99,0.0744905829597755,0.011284670484941374,-0.4209649547938324,0.0982712702811713
3.0,0.09822246852185178,0.010414583665049135,-0.3822760189908519,0.09793058000602144
3.0100000000000002,0.12450023051798291,0.01330860201992741,-0.34908273073959595,0.10072963413326216
3.02,0.1460184482569257,0.010735696082858437,-0.31444542017299437,0.09720663053830386
3.0300000000000002,0.1624772737763506,0.012842501943012405,-0.28240689414262937,0.09484350963268581
3.04,0.1745657738216894,0.012949330805883893,-0.259823821743526,0.09810620570919203
3.0500000000000003,0.1815021121902913,0.015225800415798112,-0.25151024510541525,0.10137935198260163
3.06,0.1745863752769232,0.013980262363051813,-0.24921795240813838,0.09517773889715571
3.0700000000000003,0.1660601656368557,0.012843803868114184,-0.2667641231901918,0.09648433235013944
3.08,0.14705951507531634,0.014285613145509777,-0.29195462899779345,0.09804014995973032
3.09,0.12443875750430942,0.015098380602041122,-0.32634780422265725,0.09709944818551593
3.1,0.10154038430622153,0.013041694596738547,-0.36727024308919554,0.09524265072277278
3.11,0.07499864978679487,0.011531485903315927,-0.40873868057206814,0.09945097359598835
3.12,0.051084861549551164,0.008489345137604602,-0.45168904377168,0.10184733932756193
3.13,0.0326895741141123,0.008644130158315331,-0.4852280640409053,0.09759952080157522
3.14,0.017252490185751153,0.00992234969726699,-0.5101771863295088,0.09539912130405541
3.15,0.013606139607832128,0.009199645839948188,-0.518589264058339,0.09410933683342046
3.16,0.01518176340779952,0.010077132832929223,-0.5153785920923737,0.09772320984596977
3.17,0.0283314735997148,0.010748585119673214,-0.4997786571832714,0.09941501257015993
3.18,0.04658742924826775,0.01202077561739269,-0.4687093856147644,0.09815759337651818
3.19,0.07171266187402103,0.01126343258240501,-0.4335352512789605,0.0972024502016897
3.2,0.10053314465312001,0.01289907727168724,-0.38771485335615724,0.0960287145799488
3.21,0.12597931702793477,0.012606712136403625,-0.34500177105209606,0.09502293061809124
3.22,0.15772973058734135,0.00905415217236923,-0.30021063591704983,0.09887676053617718
3.23,0.17251403945002175,0.011574324422983248,-0.26191430624145545,0.09903480112629857
3.24,0.18597638132274216,0.013483226806108637,-0.23654781513554077,0.09411579831014594
3.25,0.1960140025978726,0.011501175325668692,-0.22728981265391948,0.10038693583988878
3.2600000000000002,0.1913340826080927,0.015075595353183181,-0.2300566615313011,0.09835540032531541
3.27,0.17806398449240557,0.016692044329278264,-0.2508492243158851,0.100006447173819
3.2800000000000002,0.1572964548907164,0.01563617621447824,-0.2795643767403904,0.09452300238655718
3.29,0.1293395650641015,0.0121866354697649,-0.3184299596835433,0.09447560957269653
3.3000000000000003,0.09754832185927492,0.01490752625773471,-0.36679222877149575,0.09690931926399282
3.31,0.06904995866073774,0.011497818934923095,-0.41650997437108495,0.0982128267373178
3.3200000000000003,0.03968162568448413,0.009834188802912801,-0.4638449441355231,0.10079997952938134
3.33,0.020496995538711326,0.008695051702910237,-0.5025829711794778,0.09861941571115768
3.34,0.003433502056700308,0.008901402095153374,-0.5308076826981315,0.09672189532990334
